candidate,best_label,score,total_docs,share_best,count_UP,count_DOWN,count_NEUTRAL
助求,DOWN,1.7425,6,0.833,0,5,1
包发,DOWN,1.7425,6,0.833,0,5,1
区真,DOWN,1.7425,6,0.833,1,5,0
区真的,DOWN,1.7425,6,0.833,1,5,0
十多个,DOWN,1.7425,6,0.833,0,5,1
午晚,DOWN,1.7425,6,0.833,1,5,0
半下,DOWN,1.7425,6,0.833,1,5,0
半年了，,DOWN,1.7425,6,0.833,0,5,1
博主发,DOWN,1.7425,6,0.833,0,5,1
卧的,DOWN,1.7425,6,0.833,1,5,0
却再,DOWN,1.7425,6,0.833,0,5,1
却忘,DOWN,1.7425,6,0.833,0,5,1
卸了,DOWN,1.7425,6,0.833,1,5,0
厂了,DOWN,1.7425,6,0.833,1,5,0
压一,DOWN,1.7425,6,0.833,1,5,0
